0,fullname,id,likes,replies,retweets,text,timestamp,user,date,time,pos,neg,neu,comp
805,Amna,9.11E+17,1,0,0,Those who are judging examine your own lives first and practice some grace and compassion. Live and let live..@TheMahiraKhan u go girl!!,2017-09-22T21:19:12,KFruity,22/9/2017,21:19:12,0.251,0,0.749,0.7494
806,Fatima,9.11E+17,0,0,0,hahahhaha jaly dil k phapholy bc,2017-09-22T21:19:12,Fatima09845039,22/9/2017,21:19:12,0,0,1,0
807,Ss,9.11E+17,1,0,0,"At the end of the day , it's #MahiraKhan & #RanbirKapoor life . Two ppl in love and the whole subcontinent going mad for no reason.",2017-09-22T21:19:14,SjShah1,22/9/2017,21:19:14,0.142,0.182,0.676,-0.0516
808,foodie,9.11E+17,1,0,0,Leave Mahira alone. You are no one to judge her. Live and let live. About time that we get our priorities straight as a nation. #MahiraKhan,2017-09-22T21:19:14,luvfoodok,22/9/2017,21:19:14,0.067,0.191,0.742,-0.3612
809,محمد عمیر دبیر,9.11E+17,1,0,0,"@TheMahiraKhan تم خالی سگریٹ پیو یا چرس والی, 
پورے کپڑے پہنو یا ادھورے, تم ہمارا فخر تھیں فخر ہو اور فخر رہو گی. 

#MahiraKhan",2017-09-22T21:19:21,UmairDabeer,22/9/2017,21:19:21,0,0,1,0
810,Mohammad Usama Daud,9.11E+17,0,0,0,"گُھٹنے اِنکے کمزور، اور باتیں ماہرہ خان کو کرتے ہیں۔۔۔۔۔ 
#MahiraKhan",2017-09-22T21:19:31,RealUsamaDaud,22/9/2017,21:19:31,0,0,1,0
811,•ღℳαhα Iℳrαиღ•,9.11E+17,0,0,0,"@TheMahiraKhan
@iamhamzaabbasi pic.twitter.com/nPQGmavWAu",2017-09-22T21:19:44,Mahaa_imran,22/9/2017,21:19:44,0,0,1,0
812,Amma Waddi,9.11E+17,4,2,1,"#MahiraKhan whenever I see a packet of cig, I dont find written on it that it is ""ONLY FOR MEN"".
#CheapStandards",2017-09-22T21:19:45,AmmaWaddi,22/9/2017,21:19:45,0,0,1,0
813,Danish Haider,9.11E+17,1,1,0,MQM walaon ka rona dhona hi khatam nahi hota.. #MahiraKhan @Sarphireee,2017-09-22T21:19:47,danishhaider0,22/9/2017,21:19:47,0,0,1,0
814,Nabeel Nasir,9.11E+17,2,0,1,We are at a place where first islamic month #Muharram is trending below #MahiraKhan because of a damn . Wow.,2017-09-22T21:19:50,Nabeel_N85,22/9/2017,21:19:50,0.177,0.126,0.698,0.2732
815,ي دنيا عليك الله,9.11E+17,0,0,0,@nooralla1981  #. #MahiraKhan ًًروتر. ,2017-09-22T21:19:53,Hananloon,22/9/2017,21:19:53,0,0,1,0
816,Abdullah Razzaq Khan,9.11E+17,2,0,0,Fawad ne “a dil hai mushkil” main RK ki bachi phasai or RK ne fawad ki “hamsafar” wali #MahiraKhan,2017-09-22T21:19:55,lolplsnostop,22/9/2017,21:19:55,0,0,1,0
817,Omar,9.11E+17,0,0,0,"@TheMahiraKhan been a very naughty girl,  haven't we?",2017-09-22T21:19:58,Enigma_786,22/9/2017,21:19:58,0,0,1,0
818,Hunain,9.11E+17,1,0,0,Char diwari me bhi hoti to yeh cheez ghalat thi ..,2017-09-22T21:20:07,AmHuni,22/9/2017,21:20:07,0,0,1,0
819,Autumn,9.11E+17,0,0,0,"Cigarette hee to pee li thi, chori to nehi kee thi.  @TheMahiraKhan",2017-09-22T21:20:08,SunKisssedd,22/9/2017,21:20:08,0,0,1,0
820,Trendinalia Pakistan,9.11E+17,0,1,0,"⒈ #HBDShehbazSharif
⒉ #MahiraKhan
⒊ #NextParliamentLaw
⒋ #Muharram
⒌ #MultanSultans

2017/9/23 02:15 PKT #trndnl http://www.trendinalia.com/twitter-trending-topics/pakistan/pakistan-today.html …",2017-09-22T21:20:17,trendinaliaPK,22/9/2017,21:20:17,0,0,1,0
821,Shaheryar AFRIDI,9.11E+17,0,0,0,In action to save her own kind #pity,2017-09-22T21:20:19,theshero55,22/9/2017,21:20:19,0.524,0,0.476,0.765
822, ❤️ 😍Soni Khan 😍 ❤️,9.11E+17,2,0,0,pic.twitter.com/iXrk2HwYc6,2017-09-22T21:20:21,SoniMoni18,22/9/2017,21:20:21,0,0,1,0
823,Omar,9.11E+17,0,0,0,"@TheMahiraKhan By the way, were they Marlboro or Silk Cuts?",2017-09-22T21:20:39,Enigma_786,22/9/2017,21:20:39,0,0.196,0.804,-0.296
824,انڈا گھٹالا,9.11E+17,2,0,0,"#MahiraKhan
تم اپنے نام سے خان نکال دو پٹھان اتنے بے غیرت نہیں شیم اون یو",2017-09-22T21:20:42,vekokhan,22/9/2017,21:20:42,0,0,1,0
825,Shoaib khattak,9.11E+17,3,0,0,R u call girl??? R u not muslim??? what Islam says u know??hum sab gunahgaar hy likan itni kuly aam gunah ko achi nazar sy nai daikna chaiyi,2017-09-22T21:20:45,Shoaibktk2331,22/9/2017,21:20:45,0,0,1,0
826,Fatima,9.11E+17,0,0,0,chutyapa on on on,2017-09-22T21:20:45,Fatima09845039,22/9/2017,21:20:45,0,0,1,0
827,Direwolf  ☺,9.11E+17,6,1,1,People are dying in your country EVERY SINGLE DAY and all you pathetic people care about is a half naked smoking #MahiraKhan damn,2017-09-22T21:20:59,Hayfzz,22/9/2017,21:20:59,0.112,0.224,0.664,-0.4939
828,Abdullah Razzaq Khan,9.11E+17,0,0,0,"but ADHM end main bachi tou RK ko hi mili
Or RK per marwah huca pani bhi fida hai 
Player hai bhai RK apna case solved #MahiraKhan",2017-09-22T21:21:10,lolplsnostop,22/9/2017,21:21:10,0.092,0,0.908,0.3919
829,hasnain,9.11E+17,0,0,0,Not you it's @MawraHocane on @TheMahiraKhan,2017-09-22T21:21:12,HasnainBashirr,22/9/2017,21:21:12,0,0,1,0
830,Haseeb 🌸,9.11E+17,0,0,0,Please stop it with Mahira Khan now,2017-09-22T21:21:17,notHadeeb,22/9/2017,21:21:17,0.242,0.232,0.526,0.0258
831,Faisal Shah  🇵🇰,9.11E+17,0,0,0,@Glad_Mind @TheMahiraKhan pic.twitter.com/paKjL40Ael,2017-09-22T21:21:18,im_fsk,22/9/2017,21:21:18,0,0,1,0
832,nilofer the warrior,9.11E+17,6,1,0,Ewhhhh sexy is not the word I would use. Mahira destroys her image as hot in this. RK LOoks sloppy and fat,2017-09-22T21:21:18,nmerali,22/9/2017,21:21:18,0.131,0.138,0.731,-0.0516
833,maXes,9.11E+17,1,2,0,"itna ghussa, peacenik bhai ko itna ghussa ",2017-09-22T21:21:29,HORUS_PTI,22/9/2017,21:21:29,0.231,0,0.769,0.2023
834,Rameesha Shauket,9.11E+17,0,0,0,"Lo ji ab memes ki kami reh gayi thi bs!
@TheMahiraKhan @MawraHocanehttps://twitter.com/mussab_tariq/status/911252380490092546 …",2017-09-22T21:21:33,rameeshashauket,22/9/2017,21:21:33,0,0,1,0
835,Wahab,9.11E+17,0,1,0,"WTF is wrong with yall celebs, effn' grow up! what did you think being on tv was gonna be like, lalaland?! #MahiraKhan",2017-09-22T21:21:57,WahabWbr,22/9/2017,21:21:57,0.084,0.277,0.639,-0.7729
836,درویش  🐧,9.11E+17,0,0,0,#MahiraKhan That smile For filth pic.twitter.com/e2vmCcM6Mi,2017-09-22T21:22:23,fixitidiot,22/9/2017,21:22:23,0.333,0,0.667,0.3612
837,Fatima,9.11E+17,0,0,0,baji ab aapki bajygi chutyapa on?,2017-09-22T21:22:28,Fatima09845039,22/9/2017,21:22:28,0,0,1,0
838,Othman JJ,9.11E+17,1,0,0,welcome.,2017-09-22T21:22:39,usman_jj,22/9/2017,21:22:39,1,0,0,0.4588
839,Amoeba,9.11E+17,0,0,0,Jaahil zamana dushman tera hai :/ @TheMahiraKhan,2017-09-22T21:22:40,EmbeddedBlue,22/9/2017,21:22:40,0,0.286,0.714,-0.34
840,Safiuddin,9.11E+17,0,1,0,Yah sab randii log hain inn ko passa do or bed per invite ker lo aa jy gee haramzadi,2017-09-22T21:22:40,Safiudd22412568,22/9/2017,21:22:40,0.082,0,0.918,0.1531
841,Straight from DK,9.11E+17,1,0,0,Those lamenting #MahiraKhan r just jealous ....,2017-09-22T21:22:59,straightfromdk,22/9/2017,21:22:59,0,0.6,0.4,-0.7184
842,kachichi butt,9.11E+17,0,0,0,"If she wants to live like a kafir it's ok
I'm not talking about smoking",2017-09-22T21:22:59,kachichibutt,22/9/2017,21:22:59,0.281,0,0.719,0.5719
843,Fatima,9.11E+17,0,0,0,hhahaa right,2017-09-22T21:23:09,Fatima09845039,22/9/2017,21:23:09,0,0,1,0
844,Maxood Khan,9.11E+17,0,0,0,Madam...cigarette is not core issue..what would be your sentiments if your daughter in such a scene Instead of Mahira,2017-09-22T21:23:17,KhanMaxood,22/9/2017,21:23:17,0,0,1,0
845,aisha abdulla,9.11E+17,0,0,0,"Awaam mk ko support ya negate iss tarah kr rhy jesy oscar milna
#MahiraKhan",2017-09-22T21:23:19,aashu_says,22/9/2017,21:23:19,0.172,0,0.828,0.4019
846,AbuBakar Ijaz,9.11E+17,3,0,0,Bhht veli awam ha humaryi. #MahiraKhan,2017-09-22T21:23:21,AbuBakar_Ijaz_,22/9/2017,21:23:21,0.324,0,0.676,0.34
847,kluke18,9.11E+17,1,0,3,Go watch https://youtu.be/XUCaOnGZCg8  #Kingsman #FlashbackFriday #healthcare #Uber #RETWEET #Youtube #twitter #GagaFiveFootTwo #MahiraKhan pic.twitter.com/bivgqhYtGH,2017-09-22T21:23:21,kluke184,22/9/2017,21:23:21,0,0,1,0
848,Pendu production,9.11E+17,0,0,0,*CTRENGTH*,2017-09-22T21:23:26,penduProduction,22/9/2017,21:23:26,0,0,1,0
849,Sadaf Fayyaz Ysufzai,9.11E+17,0,0,0,#MahiraKhan Now everyone is after her.,2017-09-22T21:23:26,SadafFayyaz,22/9/2017,21:23:26,0,0,1,0
850,Iqra S Nomani,9.11E+17,5,0,0,"No body is judging her actually as its all very common in celeb lives!  we people just want to discuss
#MahiraKhan",2017-09-22T21:23:31,iqranomani,22/9/2017,21:23:31,0.057,0.109,0.834,-0.2942
851,Ismail Jilani,9.11E+17,1,0,0,After looking at the criticism from nutcases on Mahira Khan's pics... #MahiraKhan https://twitter.com/Yasherss/status/911070276242288640 …,2017-09-22T21:23:32,Ismail_Jilani,22/9/2017,21:23:32,0,0.195,0.805,-0.4404
852,Ahmad Fraz,9.11E+17,0,0,0,"We have the basic scale to judge ""what is right and what is wrong "" .after all we are Muslims (not in practices) 2/3.
#MahiraKhan",2017-09-22T21:23:41,frazahmad61,22/9/2017,21:23:41,0,0.119,0.881,-0.4767
853,Bilal Mehmood,9.11E+17,0,1,0,No one is judge by her outer looks but on their acts they are to be judged,2017-09-22T21:23:42,Catassropher,22/9/2017,21:23:42,0,0.091,0.909,-0.1531
854,Samina Rashid,9.11E+17,2,1,0,Thanks for your support.  I respect you more now Sanam. To all Women who support @TheMahiraKhan .Love ya !  ,2017-09-22T21:23:46,krazysamina1,22/9/2017,21:23:46,0.57,0,0.43,0.9422
855,Zero-Tolerance,9.11E+17,0,0,0,When ppl talk about IK character this gang argues don't discuss perzonal life of leader... Typical hypocrisy,2017-09-22T21:24:06,HaqTolerance,22/9/2017,21:24:06,0,0.14,0.86,-0.3818
856,انڈا گھٹالا,9.11E+17,0,0,1,#MahiraKhan ایک طرف انڈین فوج معصوم لوگوں کو شہید کر رہی ہے اور دوسری طرف یہ ان ہندوں کہ گود میں بیٹھی ہے,2017-09-22T21:24:13,vekokhan,22/9/2017,21:24:13,0,0,1,0
857,Fatima,9.11E+17,0,0,0,bro agree they are sick bloody attention seeker,2017-09-22T21:24:21,Fatima09845039,22/9/2017,21:24:21,0.182,0.453,0.365,-0.5719
858,Ubaid Ullah,9.11E+17,5,1,0,Everybody hve rght to do what they want but being celeb is litl bit tough becz of fan folwng.btw we dnt have rght to critisize#MahiraKhan,2017-09-22T21:24:26,ubaidmalik058,22/9/2017,21:24:26,0.147,0.063,0.79,0.3291
859,Zeeshan.S.Butt,9.11E+17,2,0,0,"پتہ نہیں کیوں آجکل بہت کم لڑکیوں کی رول ماڈل بانو قدسیہ جیسی عورتیں ہیں۔
کیا بانو آپا مرحوم خود مختار نہیں تھیں؟ 
#MahiraKhan",2017-09-22T21:24:34,Zeessshan,22/9/2017,21:24:34,0,0,1,0
860,syed Aitzaz Raza,9.11E+17,0,0,0,"We don't have any issue of his cigarette  she date 
A busted Indian play boy so #shameful",2017-09-22T21:24:37,aitzaz123,22/9/2017,21:24:37,0.138,0,0.862,0.34
861,Mohsin Abbas,9.11E+17,0,0,0,whatever you say but cheap and cheapest act of Mahira Khan is unacceptable and she should be punished,2017-09-22T21:24:57,mohsinabbas001,22/9/2017,21:24:57,0,0.333,0.667,-0.8402
862,Bilal Mehmood,9.11E+17,0,0,0,Even if they are not saints they are not wandering like hookers! But she was .,2017-09-22T21:24:58,Catassropher,22/9/2017,21:24:58,0,0.117,0.883,-0.2136
863,Ahmad Fraz,9.11E+17,0,0,0,"We need to own our culture . Women can get the fame in ""Khirad"" like characters also . 3/3
#MahiraKhan",2017-09-22T21:25:01,frazahmad61,22/9/2017,21:25:01,0.252,0,0.748,0.6597
864,شـاoجی پٹنـی 🇵🇰,9.11E+17,0,0,0,"#MahiraKhan
#doublestandards
#TweetsbyShahjeehttps://twitter.com/SHAHZAIB_PATNI/status/911340341558747136 …",2017-09-22T21:25:08,SHAHZAIB_PATNI,22/9/2017,21:25:08,0,0,1,0
865, 👨‍✈️کپتان آف جہاز 🚢,9.11E+17,0,0,0,Everyone attacking you on Jesus word used by you are just unethical and shameless,2017-09-22T21:25:27,Nomantahir47,22/9/2017,21:25:27,0,0.442,0.558,-0.8271
866,Bilal Mehmood,9.11E+17,0,0,0,Chardewari ka mtlab smjhlo pehly!,2017-09-22T21:25:46,Catassropher,22/9/2017,21:25:46,0,0,1,0
867,HD NEWS,9.11E+17,0,0,0,Varun Dhawan Response On mahira khan & ranbir kapoor Viral Pictures on: http://youtu.be/wfFuuKTLjuM?a  via @YouTube,2017-09-22T21:26:18,HD_NEWS_YTUBE,22/9/2017,21:26:18,0,0,1,0
868,IK will rule 🔜 👉 💗,9.11E+17,0,0,0,"#MahiraKhan #MultanSultans 
Balla jo tune chalaya hai
Sab ko mar giraya hai
Tu ne bhagayi corruption
Zulm ka kya safaya hai
#PM_ImranKhanpic.twitter.com/i9dxUVfEoT",2017-09-22T21:26:30,mjaji706,22/9/2017,21:26:30,0,0,1,0
869,Omar Khan,9.11E+17,0,0,0,@TheMahiraKhan ishq da sutta ??,2017-09-22T21:26:40,OmarAshfaqKhan,22/9/2017,21:26:40,0,0,1,0
870,Saqib Raza,9.11E+17,3,3,0,How Liberals and Feminists take U-Turns as per situation.  @MominaMustehsan #MahiraKhan pic.twitter.com/ILkXJRj16j,2017-09-22T21:26:48,saqibraza001,22/9/2017,21:26:48,0,0,1,0
871,Shaheryar AFRIDI,9.11E+17,2,0,0,Ludo khelne gai ti kya? Why the hell Im discussing her shit....kindly delete pics. He deserve respect. Thank You,2017-09-22T21:26:49,theshero55,22/9/2017,21:26:49,0.214,0.176,0.611,0
872,Sna.8,9.11E+17,4,0,1,BTS:DNA #fedaetmek #İstanbulluGelin #Uber #TheBest #iOS11 #FCBWOB #MahiraKhan #algerie #like #love #daddy #exo #kpop #TWICE #BIGBANG #bbmpic.twitter.com/S9tRH133ks,2017-09-22T21:26:55,Sna814,22/9/2017,21:26:55,0,0,1,0
873,Mahnoor,9.11E+17,1,1,0,"I kinda agree with you but it's not so much about her smoking, it's about her filthy state that she was in shocked us, going braless",2017-09-22T21:27:12,mahamalik7786,22/9/2017,21:27:12,0.058,0.107,0.835,-0.3284
874,UsMan Suri,9.11E+17,1,2,0,"Trend #MahiraKhan is on the top right now and if you want to be famous, just one cigarette all it takes, so start smoking and get famous.",2017-09-22T21:27:26,usmanaay,22/9/2017,21:27:26,0.11,0,0.89,0.2732
875,Ridiculous 🌎,9.11E+17,11,0,0,Don't worry @soorajpancholi9 still Zindabad usi se settings kr lo #mahirakhan #ranbirkapoorpic.twitter.com/hd4LMmF3Ln,2017-09-22T21:27:30,slaughteworld,22/9/2017,21:27:30,0.179,0,0.821,0.3412
876,Fatima,9.11E+17,5,1,0,dafa dur tum.khud ko muslim kehty hw hahahah adhi nangi huke khud ko.proudly muslim kehne wli dogli,2017-09-22T21:27:36,Fatima09845039,22/9/2017,21:27:36,0,0,1,0
877,emaankhan. ♡ッↂ,9.11E+17,6,0,1,"tell me what else shitty is on trend except fo, #KylieJenner pregnancy,Tyga datin Kim's lookalike #kamillaosman & #MahiraKhan 'personal life",2017-09-22T21:27:47,emaankhan05,22/9/2017,21:27:47,0,0.167,0.833,-0.5574
878,محمد عمیر دبیر,9.11E+17,1,0,0,"جن کا نعم البدل کوئی نہیں
تم انھی میں شمار ہوتے ہو...!

#MahiraKhan",2017-09-22T21:27:53,UmairDabeer,22/9/2017,21:27:53,0,0,1,0
879,Wahab,9.11E+17,0,1,0,"so smoking is now gonna be appreciated in society, regardless of M/F? everyone supporting Mahirakhan for the hate but that sht is still bad",2017-09-22T21:27:57,WahabWbr,22/9/2017,21:27:57,0.131,0.228,0.641,-0.6124
880,Danny☆Kumar,9.11E+17,0,0,0,Mahira Khan and an Indian hey with a cigarette in her mouth   pic.twitter.com/Us2MG17RHf,2017-09-22T21:28:01,dannyxK_,22/9/2017,21:28:01,0,0,1,0
881,Farhan Iqbal,9.11E+17,0,0,0,"@MominaMustehsan We live in a hypocritical society, where we disgustingly look at a lady on a chowk but Mahira Khan uff Tauba tauba",2017-09-22T21:28:07,mfarhaniqbal33,22/9/2017,21:28:07,0,0.198,0.802,-0.5346
882,Iqra S Nomani,9.11E+17,0,1,1,"Go mahira go. ... :p
#MahiraKhan",2017-09-22T21:28:07,iqranomani,22/9/2017,21:28:07,0.286,0,0.714,0.25
883,iReddy_Sona,9.11E+17,0,0,0,@TheMahiraKhan how good is Ranbir - subcontinent wants to know...,2017-09-22T21:28:19,ireddy_sona,22/9/2017,21:28:19,0.266,0,0.734,0.4404
884,Sohema Usmani,9.11E+17,1,0,0,So what’s the fuss about if @TheMahiraKhan was caught smoking? It’s not like she stole your dad’s cigarette.,2017-09-22T21:28:23,karakmaal,22/9/2017,21:28:23,0,0.11,0.89,-0.2755
885,Fatima,9.11E+17,2,1,0,baji aik bat or sun agr itni he khaarish he tw q qandeel baloch ki moat p.tweet nh kia tha tumsy naa hu payga baji sasti fame kchkr m na pr,2017-09-22T21:28:23,Fatima09845039,22/9/2017,21:28:23,0.168,0.116,0.716,0.2263
886,Mohsin Abbas,9.11E+17,0,0,0,@TheMahiraKhan koi sharm baqi nahi rhi kya ap me??????????,2017-09-22T21:28:32,mohsinabbas001,22/9/2017,21:28:32,0,0,1,0
887,DAniiiii,9.11E+17,1,0,0,#MahiraKhan @TheMahiraKhan madam u r my fav actress in #Pakistan its just tht these scandals hurts why would u do tht? U didnt need too ,2017-09-22T21:28:40,danikhan18,22/9/2017,21:28:40,0.11,0.231,0.659,-0.5106
888, 🍁,9.11E+17,0,0,0,Mahira khan ki baat karrahe?,2017-09-22T21:28:41,anoshayyy_,22/9/2017,21:28:41,0,0,1,0
889,Safiuddin,9.11E+17,0,0,0,Hy bitch just come to Pakistan??? People will see you,2017-09-22T21:28:58,Safiudd22412568,22/9/2017,21:28:58,0,0.325,0.675,-0.6531
890,A Lost Entity  🎐,9.11E+17,0,1,0,"#MahiraKhan 

The girl next door. pic.twitter.com/qn6WIb5iUT",2017-09-22T21:29:19,aAliveSoul,22/9/2017,21:29:19,0,0,1,0
891,HahahaDeed..  ✌,9.11E+17,0,0,0,"اِک کش کی خاطر تو جی رہی ہوں،
کہی بِن پیے نہ مر جاؤ،..
بن روئے سے بن پیے تک.
#MahiraKhan",2017-09-22T21:29:22,Imhadeed,22/9/2017,21:29:22,0,0,1,0
892,abaid ur rehman,9.11E+17,0,0,0,Mahira khan and ranbir kapoor smoking at out side of the hotel. Shameless people: http://youtu.be/gPi_plK518U?a  via @YouTube,2017-09-22T21:29:32,abaid242,22/9/2017,21:29:32,0,0.13,0.87,-0.34
893,عین,9.11E+17,0,0,0,Both are wrong. Ask a Doctor he'll tell you but jahil Pakistani media would portray it as misogyny. Stop this Mahira khan topic and move on.,2017-09-22T21:29:35,Pr1ncess17,22/9/2017,21:29:35,0,0.174,0.826,-0.5927
894,جواد,9.11E+17,0,0,0,"It's not only her life anymore, young ppl look up to her so their elder have the right to judge. (1/2)",2017-09-22T21:29:57,JawadYmm,22/9/2017,21:29:57,0,0,1,0
895,Mohsin Abbas,9.11E+17,0,0,0,kash k ap k bety ko itni b smj aa jaye jo Ranbir k sath Cheap and cheapest pic banwany sy rok sky Shame on you @TheMahiraKhan,2017-09-22T21:29:59,mohsinabbas001,22/9/2017,21:29:59,0,0.124,0.876,-0.4767
896,Muhammad uzair,9.11E+17,1,0,0,"Cigarette @TheMahiraKhan  pee rahi ha.

Or Dhoua is qoam sa nikal rha ha",2017-09-22T21:30:16,The_uzair10,22/9/2017,21:30:16,0.304,0,0.696,0.5859
897,جواد,9.11E+17,0,0,0,U can argue she didnt ask for it but being a celeb and ppl looking up to you comes as a whole package U cant have one without the other(2/2),2017-09-22T21:30:20,JawadYmm,22/9/2017,21:30:20,0,0.064,0.936,-0.1779
898,Zakriya Shahid,9.11E+17,3,0,0,"Divided by Lands
United by Soota  #MahiraKhan pic.twitter.com/VIq62gHz0D",2017-09-22T21:30:45,ZakryaShahid,22/9/2017,21:30:45,0.286,0,0.714,0.4215
899,Safiuddin,9.11E+17,0,0,0,@TheMahiraKhan you just a bitch and you prove that you are a shame for our nation,2017-09-22T21:30:46,Safiudd22412568,22/9/2017,21:30:46,0,0.365,0.635,-0.7845
900,maXes,9.11E+17,0,1,0,"yaar woh issi quaid ke mulk ki mashoor artists hay , she has done for Pakistan we cant even do in 10 lives",2017-09-22T21:30:46,HORUS_PTI,22/9/2017,21:30:46,0,0,1,0
901,Wahab,9.11E+17,0,0,0,Smoking is Stupid and ppl who smoke are Stupid too! STOP making something so harmful so cool #MahiraKhan,2017-09-22T21:30:56,WahabWbr,22/9/2017,21:30:56,0.121,0.367,0.512,-0.772
902,Faisal Hussain,9.11E+17,3,0,0,"To all those who are judging #MahiraKhan
Who r u?
what r u?
r u playing GOD?
who gave u the right to decide?
They were shooting a PEPSI TVC pic.twitter.com/ZICeWQescr",2017-09-22T21:30:56,iam_siddiqui,22/9/2017,21:30:56,0.196,0,0.804,0.6801
903,Iqra S Nomani,9.11E+17,1,0,0,"Ye bik gaya ha #ranbir
#MahiraKhan #achasorry",2017-09-22T21:30:57,iqranomani,22/9/2017,21:30:57,0.286,0,0.714,0.34
904,عروسہ سلمان,9.11E+17,13,0,2,"اگر عریاں لباس پہن کر سیگریٹ پینے والی مائرہ گناہ گار ہے
تو
سنی لہو کی ویڈیوز اور فلمیں دیکھنے والے بھی گناہ گار ہیں
#MahiraKhan",2017-09-22T21:31:09,Uroosa_Salman,22/9/2017,21:31:09,0,0,1,0
905,Touqeer Kazmi,9.11E+17,2,0,0,1. You a perfect epitome of Pakistan's Urban Elite class hypocrite. Your views about Qandeel Baloch; who belongs the lower strata of society,2017-09-22T21:31:34,Stm_kazmi,22/9/2017,21:31:34,0.143,0.085,0.772,0.3612
906,ننھی پری  👰🏻,9.11E+17,0,0,0,"She can offer you much more mate, just try bit harder 
#MahiraKhan https://twitter.com/JeremyMcLellan/status/911257013367255040 …",2017-09-22T21:31:42,binthur__,22/9/2017,21:31:42,0,0,1,0
907,ننھی پری  👰🏻,9.11E+17,0,0,0,"She can offer you much more mate, just try bit harder 
#MahiraKhan",2017-09-22T21:31:55,binthur__,22/9/2017,21:31:55,0,0,1,0
908,Moheeb Hassan,9.11E+17,0,1,1,Haha new new start hoga ,2017-09-22T21:32:22,iMoheeb_Hassan,22/9/2017,21:32:22,0.429,0,0.571,0.4588
